,isEdited,rating,date,review,userName,title
182,False,5,2019-05-29 15:15:55,"Love asos as a company (have great ethics when it comes to the environment, far better then other retailers and promoting small businesses), they have a great variety of products which tend to be of great quality, really good customer service and a really convenient app with features such as notifications when things come back in stock and the ability to categorise items on your wish-list - overall, I highly recommend it!",Shameera Joy Valentine,My go-to shop
183,False,4,2019-11-01 07:46:51,Never received my package which was supposed to be delivered on 5 October and wasn’t provided a refund. Countless poor customer service and customer advisors who close the conversation down halfway through an online chat when I asked for a satisfactory resolution and refund to the issue. ASOS continue to say that I have to wait for a response from DPD who have closed the investigation despite the package being delivered to the wrong address! Disappointing to say the least given that the package was £140 worth of clothes. Beware.,Doll_Face,Never received my package
184,False,5,2018-10-18 16:29:35,"Klarna is fantastic especially when you vary in sizes since having my baby Im not the same in asos sizes anymore 😞but with Klarna i can order various sizes try on an keep and pay for the ones i want and fit in to! Its great because i dont have to wait for refunds etc its very hard to pay for things then wait for refunds to buy agian etc 

Klarna  is fantastic especially when you have important events it take the stress out of having to wait for payday etc!! Love love love it 😀😀😀😀😃",amiiecho,Amenacho
185,False,1,2019-03-16 15:38:04,"With this app you really have to pray that everything goes according to plan! One little thing goes wrong and you will be unable to speak to a human being. I have been chasing my parcel worth over £200 for the last 4 days— still unable to locate it. Horrendous robotic customer service where you are constantly sent the same copied and pasted messages. No one bothers to look at previous threads or previous customer records so that you have to type the same stuff over and over again. The app is never updated with new information so that it becomes redundant if you are trying to sort an ongoing issue. 

NEVER AGAIN! AVOID!",frqjdl,The worst customer experience to date-never again!
186,False,1,2018-11-02 19:38:03,I brought the yearly subscription for delivery as they guaranteed it would be next day delivery. Was told my order would be delivered between 14:35 and 15:35 on the 01/11. Received a message that day after 16:00 saying thank you for rearranging your delivery to the 02/11 and it will be delivered then. I did not rearrange this and they did not try delivering it on the 02/11. When I tracked the shipment it was instead being sent back to ASOS with no explanation. I contact ASOS who said they were not sure why this had happened as it is out of their hands once it has been passed over to DPD for delivery. Then was told that if I still wanted the order I would have to go through and reorder everything as they can’t resend it to me.,Greg Coventry,Order not delivered
187,False,5,2021-09-03 09:54:55,"I don’t really shop online but when I decide to do so terrible experience happened. 
Bought a jacket, I had to return it and after 14 days no refund given back. Paid part by visa and part with a gift card and after talking to customers service money is not in my account yet. They have been raising my issues for 7 days and they don’t know what they are doing or saying",Tosiek2018,Bad service
188,False,4,2021-11-09 14:28:25,"I've heard so many good things about Asos and wanted to start shopping from the App. I wanted to join and create an account but every time i tried typing, the keyboard would disappear and wouldnt show up. If i go back to ""search"" the keyboard works fine, so it's just the signing up part where the keyboard was glitching. Called Apple to ask about it and it was confirmed it's not from my iPhone but from the App itself.

 Thank you in advance!",Rhi0,Keyboard glitch while signing up
189,False,5,2019-01-06 00:37:21,"My no.1 app, however one little tweak I would recommend - when you add something to your board, the ‘added to board’ banner stays for way too long and you can’t/not easy to swipe it away so you add something to the board and you have to wait a few seconds before you can go back - it sounds like a small thing but it gets quite annoying. Would also love to see the boards on the website too. Besides that I love it!",Hollyakaholly123,My no.1 app
190,False,5,2018-08-12 15:19:02,"Love the camera option where you can find the exact product that you’ve seen somewhere else however, I think it could be improved by being able to sort your wish list into categories like work, going out and gifts so certain products can be prioritised and it would also help when searching for the exact product rather than having to search through a long list.",amelia rose harvey,Great app
191,False,5,2018-06-21 13:36:54,"Great filtering, searches & a favourites list make for easy use. Videos of products are super, great to see how fabric moves, etc.

Would be nice to have sections/filters for favourites as my list can get pretty long! Also, searching by waist rise for jeans & trousers would be a bonus. 

Minor bug: sometimes items appear in list twice (with & without a size, it seems), but if you delete the duplicate the original goes too.",Lottielous,Easy to use & very functional + great products!
192,False,5,2020-06-16 10:00:28,"Never shopped online at a better place, plus I paid the very small amount for premium and get free next day delivery ALL YEAR! ASOS has some of my favourite shops(pull and bear). Forget going out to the shops and taking that risk right now when it’s all at your fingertips.. returns are so simple and free, they just send you are barcode for post office, I normally have my money back in my bank account within the week i sent it back. I’m not one for writing reviews but here I am!",!!!✌,Love it!!
193,False,4,2022-06-10 10:06:21,"Easy app to use and there’s lots of clothing to choose from, but it seems that if you don’t order what you’ve saved within a few days then the item becomes “out of stock” and it can take forever to come back in stock. Very rarely do I get a notification about this telling me - even after clicking “notify Me”. Only personal problem I have is how long it takes or whether the item comes back in stock at all.",Lockerz14,Great shopping app.
194,False,4,2021-10-02 11:53:55,"The app works great. 
I love creating Boards to group saved items and put an outfit together.
The videos are useful to see how the clothes move, but a lot of the modelled photos do not show the clothes length, fit or fabric! Would be good to see less of the model and more of the clothing to see how it fits. 
Good selection of clothes but popular sizes run out very quickly. 
Would be good to see a ‘workwear’ or office section updated with new trends and clothes for office attire.",bodavoda123321,Boards and saved items
195,False,5,2020-04-11 13:12:39,"Lots of choice and great recommendations based on my likes and purchases. I will say that some of the items can be very expensive, but there is also quite a lot on the affordable side. Lots of great brands! I especially like the feature that lets the app notify me when something I want is back in stock (in my size) and the delivery is just amazing. One time payment of £9 something and delivery is free for the rest of the year! App is so easy to navigate and use.",Demi.ax4,Great app!
196,False,5,2019-01-13 15:39:35,Great clothes at decent prices. Never had a problem in 6 years! 😘😘 absolutely love the photographs used. So clear and sharp it’s like you’re in a shop looking at the item! The videos are great too as it shows you how the clothes hang while you move. The app is super easy to navigate and if there’s something you can’t find the search function is super useful. Just a great application which is put together really well for customer experience.,C 💁🏻‍♂️,👍🏼
197,False,5,2018-08-29 08:59:12,"Really easy to use, works great for browsing and shopping on your phone. Only criticism I have is the videos of the models walking in the clothes only play once, they used to automatically replay and that was really helpful for getting a full feel of the product - could just change it so the video doesn’t at least automatically shut down and people can replay if they want!",Millie12336,Great for shopping on your phone!
198,False,5,2022-08-20 20:37:14,"Basically spent £134 and saw they were offering discount codes, (most stores only don’t even offer as much as ASOS does) but today I got £30 off my order!! Like ASOS really said “HELP ME HELP YOU”. Like if you shop with them they’ll be sure to help you out. The diversity in clothing + all the deals has me hook ngl. ASOS is simply superior. 

Side note: I can count on them for always having GOOD quality clothes 🥹",Vissalyn,Amazing Discounts with even better Clothes
199,False,5,2021-02-03 12:55:37,"ASOS is such an amazing online store! All the best things sell out fast but i can understand why! However, i really want them to start having ’walk-in’ stores so you can see the items in person and try them on first. Also their clothes are a bit pricey, so personally, i would rather they took the orices down a few quid but other than that, I would always shop there!",Rubes1812,♡︎Amazing♡︎
200,False,5,2019-11-16 16:09:34,"You have all the best styles like toys r us all under one roof you show fashion with proof your models pose with so much passion fruity your models are always on form like like of duty. Thank you for offering cheap alternatives and also selling branded clothes you are my favourite shopping outlet if truth be told. I’d love to pose in one of your pics one day even though I’m shorty and stocky. You are a saviour to all girls and guys when we need an outfit so we don’t stay in doors and sit and cries 

Lots of love Nadine Wright xxx

Nadine Wright",nay nay bean smooth 87,ASOS you got me paceoss
201,False,5,2019-02-16 09:08:33,"ASOS never ceases to amaze me, I ordered at 11pm last night and wake at 8.30 this morning to find it’s been posted through my door already.. I have the pre-paid next day delivery service but this is on another level! I’ve never had a problem with a single order and I’ve used the app pretty much constantly for well over a year! The app is incredibly easy to use and each and every product I’ve received has been amazing.. Thank you ASOS!!",SarahLouis333,I ❤️ U ASOS
202,False,5,2021-05-24 18:26:24,"I love using this app because the instructions are very clear and best of all you can save items for later without an expiry deadline! Further, you can ask to be notified if an item returns that you like. Although I must say, notifications to indicate an item in my size has returned rarely happens! Any reason why? Furthermore, there has never been any glitches with this app. Thanks ASOS",TGP2609,Easy to navigate App
203,False,1,2018-08-06 00:38:05,"I downloaded this app as ‘paul’ the chat advisor was not only beyond lazy and incredibly incompetent at his job, but he copied and pasted an entire paragraph in his sole response that happened to mention ‘match’ that is apparently able to locate items for you in the search bar from screen shots you have taken. Well this is utterly a load of $+!!+<¥% !!! Don’t fall for that!!  ...ASOS has gone incredibly down-hill in the last several years.. horrific customer support/ service, cheaper looking items and fabrics used, naff web layout, dull models, being sent dirty and pre used items. . . Don’t bother! Try •polly •boohoo •miss-guided •house of cb •mistress rocks etc as asos are actually now considered a joke by many",here to be brutally honest,Waste of space
204,False,4,2017-08-25 19:04:51,"This is hands down the best app experience out there for ordering clothes. But one suggestion that would make it 5-star is this - could there be an always-on option to toggle on/off the ASOS Tall and ASOS Plus ranges. It's great that these exist but it also seems like it would make sense for them to be personalised to the user - I'm not likely to be shopping from these ranges as someone who's smaller. A high level, always-on toggle would be great (and maybe the ability to always hide certain brands or certain colours, too).",AygoGummy,"Great, but..."
205,False,4,2022-02-08 13:26:00,"Great website, good products and some cracking prices. However, had a techie issue! Shopping for my teenage son I added each item to the basket and went to checkout. Deciding to delete one item of the seven. But could not do it!? Tried and tried. No joy! (On the Asos App on iPhone 7+). Had to wait an hour for all the items (on hold) to be auto removed from the basket! Then add the six back in. Frustrating! Bought. But could have just left it tbh.",Paul The Bulletman Kerfoot,Checkout Issue
206,False,5,2021-05-13 20:29:35,"ASOS is the only online shop I can fully trust. It’s been amazing for me for many reasons.⬇️

1.) It’s an easy and enjoyable app to use.

2.) The delivery time has been spot on for me and it’s adjustable.

3.) Most of the clothes are good quality which is impressive considering the crap I got from other online websites lol.

4.) ASOS has many brands of items in stock keeping up with the trends.

5.) The diverse selection of products a lot of good skincare, makeup, shoes, clothes. I was quite impressed.

Only way I would improve it would be to make reviewing products easier because I found it very long winded. I had to make another account and then i could only review certain items, maybe it’s just me idk.

Absolutely love you ASOS you set my soul on fire!😚😚(๑˃̵ᴗ˂̵)",whdydhdbehev,The BEST!!
207,False,5,2019-09-20 07:08:11,"I have used ASOS for many years now and love the site lay out and set up with filters and videos of the items.

I love that they have a tall range (would like to see more items in the range though). They always have unique items and by searching the site you come across items you wouldn’t have thought to look at. Fit is mostly always to size and good quality. There is always something for every occasion.",asosJ19,Great site
208,False,3,2019-11-03 04:37:18,"I love your service, as you can see from my order history I do all my clothes shopping through Asos, absolutely love your range and service. Only downside is myhermes!! I have premier delivery and so many times my deliveries have not arrived or arrived late! Now, if I get the delivery notification after ordering and it’s myhermes delivering I basically resign myself to the fact that I won’t be getting my order on time. It’s such a shame because dpd run such a fantastic service. I work in a shop and get deliveries from dpd daily and can’t fault them.",joneshj86,Myhermes continues to cause me problems
209,False,5,2022-03-26 12:10:08,"I love asos and shop here for everything but there’s only two down sides. I like to use honey to get Vouchers to save some money but now asos block these and don’t even bother to tell me my order didn’t go through. Also next day delivery is so much “next day” anymore so I’m questioning whether to keep up the subscription. Other than that, great variety of clothes and brands to choose from :)",sianleduck97,Love this shop
210,False,5,2021-12-20 13:21:23,"Have used ASOS in the past but this month I have ordered 5 separate deliveries Each on came on time or earlier and everything I wanted was in stock Compared to other sites ( who told me my delivery was on its way, only to be told 3 weeks later the items I’d ordered and paid for were out of stock ) I would certainly recommend ASOS and will definitely be using them again 
Thank you",123gill,Excellent
211,False,5,2020-12-26 20:28:30,"Hands down ASOS has absolutely nailed the shopping experience for the modern, COVID consumer.

My last order I had to return a few items and it was the easiest experience ever! No printing or filling in of stupid printout forms, all done via the app. Simply select the order and the items I want to return, select from a drop as to why and all you have to do is take it to post office.

Easy peasy!",Hookster81,Best Shopping App Available!
212,False,5,2020-12-26 12:40:40,"Simple app to use, a few good points that I came across: 
- After adding an item to my bag it very quickly returned me back to the items automatically without forgetting where I was in the search
- simple to add a voucher and redeem 
- simple to change default delivery address 
- bag items moved to saved items after time elapsed so simple to add back to bag when I was ready",Lozlips1982,Simple app to use
213,False,5,2020-06-24 12:27:54,"So disappointed with ASOS, I pay for premium delivery and they didn’t notify me when I would get my parcel. It was apparently delivered 3 time’s but I wasn’t told once, either by Hermes or ASOS. When I asked them to resend they said they couldn’t until next week as they had to refund me first. Super unimpressed with Charlotte from customer service, I’ll be cancelling my account when it runs out next month.",Sopharooo,Did not deliver
214,False,5,2018-02-23 09:56:49,"I absolutely love ASOS and have recommended it to many of my friends. It's really easy to use as you can now screenshot, upload and take photos onto the app in search of a pattern or style you may be interested in to purchase. 

My idea would be to add a section where you can put together some of your items from your 'saved items' list onto a manakin figure and see what your future purchases may look like when put together. This could make purchase and exploration much easier on the app as people will become more confident to buy the products as an outfit. This idea could also make the ASOS app, and its creators, better known as I'm not aware of any other app that has used this idea. 

I would love to get a reply and feedback on what you think. 

Leah",Lelu05,I have an idea! :)
215,False,4,2019-01-24 23:01:28,"I always seem to have a problem with promo codes with Asos and I had a major problem where they delivered my order to the wrong address and level was lost. Been shopping with Asos for years but they took forever to give me my money back and I kept on having to chase them and now instead of leaving any new parcels with neighbours like they used to they take it to Royal Mail sorting office and it’s such a hassle hence the reason I don’t shop as much with them, not great customer service!",KatKissG,App not so good
216,False,5,2020-09-04 09:06:40,It’s so easy to use and applying student discounts is so simple as well and other promo codes. I also love that it’s so easy and quick to add to wishlist and you can set notifications for when things you are interested in come back in stock. It offers many different brands and all sorts of products ranging from dresses to face masks and phone cases. I am addicted to this app I love it and it’s so affordable and constantly had discounts and offers on,casta113.318,Amazing and Easy
217,False,3,2021-01-20 09:55:55,"I used to love this brand until my husband ordered me some clothes for Christmas, they never arrived custom service’s said they would refund us. After a month of not receiving this refund I message them on my husbands behalf. They never got back to me my husband has now sent many messages and they are just being rude and ignoring us. Not only do I feel gutted I never got my Christmas presents we now have been ripped off. ASOS you should not treat people like this we work hard for our money you should be ashamed of yourself’s.",zoe slocombe,ASOS
218,False,5,2020-04-03 06:53:38,The recent updates to the app have really increased the functionality. I often look for items for friends and now I’m able to save items for later all on a board. This is also a good way to shop for a specific occasion. It’s also beneficial to save items for later as when the sale starts the prices update and you can add bargains to your basket easily from your saved list.,Fay Douglas,Good functionality
219,False,5,2020-01-31 13:18:06,"Classy and clear layout which enables users to navigate application simply. The ability to keep “saved boards” to save clothing items for special occasions, whilst also having the ability to just save what you like and keep it in your “liked/love” list. It’s great for personal use and also for stylers finding the best looks quickly and efficiently with the “buy the whole look” section under each item of clothing!",MayB29C,ASOS Review
220,False,5,2019-05-28 06:49:11,"ASOS have a great app. The videos make it really easy to see what the product looks like. Only ways to improve slightly is to have a drop down for colours of each product so it’s easier to find e.g see all the variants for each top in one place rather than sifting through reams of search results. 
Also product reviews would take this from a great app to an amazing app! 
Other than that, I would definitely recommend it.",ljhdoensl,Love ASOS but...
221,False,5,2021-12-08 14:01:28,"Very disappointed with the jacket I was expecting the logo to be exactly like in the picture but you can hardly see it.
Very disappointed with Asos.
I think if you try to sell something just do it properly so people can see what they buying, I paid 170£ for something what it’s not there.
For that reason I’m rating 2 stars and I’m not sure if I will buy from here.
So so so disappointed",Dbcornelia,Asos
222,False,2,2022-10-07 09:30:24,"I placed an order which I waited for a week as it was free delivery. The order was delayed as I didn't receive it on the estimated delivery date but I didn't receive any update on that. 3 days after the supposed delivery date I received an email that my order was cancelled as per my request (never did request it) which I had to find out that it was due to ""technical error"" at the warehouse. I now had to reorder the items at a higher price since some had a discount the first time I purchased them and wait for this delivery again.",Paddy0808,Cancelled order after a delay
223,False,5,2021-02-08 16:59:39,"Asos has saved our lives! Literally! there’s been so MANY last minute emergency’s that would’ve gone sooo wrong if it wasn’t for ASOS! Very reliable! So many options, they literally have everything apart from groceries 😂 Just wanna thank everyone at asos for making our experience so great. Returns are easy aswell. The best shopping app hands down- completely unbiased and fair opinion from two uni students! ❤️",Hk2510,Hana & shats
224,False,5,2020-06-26 12:46:02,"This is an easy online shopping app that I use for most of my clothes. It has easy delivery and shipping prices aren’t too high. I love to browse through all the new collections and see what’s new, and they always have something new in stock! There are some of my favourite brands on this app which I love to buy from, without dealing with complicated online websites. All round this is a really good app and would totally recommend it! ❤️❤️❤️",ehevdinsh,An all round great app!
225,False,5,2017-10-22 08:02:01,"This is my number go-to app for all my clothes shopping. It’s so easy to use and the choice of products is so massive that there’s always something to buy. 

By paying just under a tenner a year you can get free next day delivery which is amazing. Their free returns also make it a doddle to send stuff back which isn’t quite right. 

Save yourself a day walking up and down the high street and just download this app!!",Will.lane,"Great app, great clothes"
226,False,4,2019-05-04 19:37:33,"Never have any problems with this app. Always loads quickly and never crashes. Love the ‘boards’ feature, makes shopping a lot easier. Also love that it now tells you what’s selling fast and that you can select to be notified when an item comes back in stock. 
I only wish that you’d bring back the points programme. I’d say I spent triple the amount I do now when you had the points system and ASOS was the only place I would shop at for clothes, accessories and gifts.",837472883874638,Great App
227,False,2,2019-05-03 22:25:16,"ASOS used to be really good, easy returns, efficient help staff and decent quality and prices.

In the last year this has completely changed.

The quality of the products is shocking. The number of see through products made of fabric that feels like paper is a joke. They don’t have facilities to leave reviews on products. They also have this new threat about returning too much and getting banned?? All my returns in the past 6 months have been due to poor quality.

The staff are the next issue. They could not care less. One faulty product I received I contacted them through Facebook and they took 20 days to get back to me after I then tweeted them repeatedly. They also send out wrong orders and are really awkward (can’t be bothered) sending you what you actually ordered unless you return things and wait like 10 days. 

Unless you know the brand on here do not bother using this app/site. It’s not what it used to be.",Hattie2014,Used to be good
228,False,3,2018-12-03 20:07:34,I’ve used this app for ages and always rated it but the verification process is a joke. Logging into my account that I always use on my phone with my own thumbprint surely verifies that I am not a robot?! And then to have the worlds longest process of selecting all the motorbikes and all the crossings and all the shopfronts is just unnecessary. I’m all for cyber safety but making it such hard work just to log into my own account on my own phone which I’ve already used Touch ID to get into (within the app not just to unlock my phone!!) is just taking the Mick.,alex123454,Verification
229,False,5,2021-08-04 11:44:37,"Iv had an ASOS account for over 8 years and they have always delivered in a good time frame, very very rarely don’t have stock and the returns system is so easy and quick it really makes you feel at ease with the whole process! Can’t even begin with the range of clothes and styles they have as well and all at different ranges of price to suit each person! Highly recommend shopping with ASOS!",Nicola0688,ASOS IS AWESOME
230,False,5,2020-12-12 15:56:09,Expected dress I ordered to be sent asap as wrong item was delivered. I appreciate you are under pressure from Covid19. However as a reliable customer I was disappointed. I needed that dress. Because of this ridiculous policy change of needing a post office with a scanner I cannot return wrong order before Christmas. It was so easy before. I’ve reordered but expected better customer care.,Elcontessa,ASOS Customer Care
231,False,5,2020-06-20 08:49:38,"Makes shopping look so easy... have a good returns process in place but could’ve been adjusted to exchange for a return. 
I should’ve rated them 5 stars but this is my reason why I gave 4 stars - ASOS should look into their third party delivery services; sale is completed when customer items are received in perfection & leaving client satisfied not having delivering companies that are incompetent such as COLLECTPLUS, YODEL & HERMES.",Maby o,Exceptional service
232,False,4,2020-11-08 07:17:22,"Love ASOS! Love that you can get notifications when things are back in stock, how you can save so much on your wish list. Also loving how it’s now got all beauty too - the only thing missing is a childrens range!!!! Also, when you buy a gift card, I wish you could do it without their email address because sometimes you don’t know that, maybe you could post out a gift card for the person who’s buying to wrap up and give them with a gift?",misshga,Needs a children range
233,False,5,2020-06-10 14:24:33,"ASOS by far is the best online clothing retailer. They're returns policy is second to none. Their yearly premier subscription is incredible and value for money; A must for those savvy everyday shoppers.  

ASOS have a huge range of clothing and accessories! - so much so, I can't stop spending 💰

The app cannot get any simpler, incredibly easy to use - always rolling out new intuitive ways to make the user experience better. All online retailers need to take a leaf out of ASOS.",iBangYOO,Nearly there
234,False,5,2019-06-11 08:05:33,There’s nothing I cannot get from here and I love how efficient the app is. I order with one click! Also the premier deliver is a no-brainer. I’ve also been able to get a lot of maternity stuff whilst being pregnant which is amazing as all other retailers either don’t sell what I’m looking for or are massively overpriced which is really annoying! You just always seem to have what I want and the price is always right. Just brilliant.,MelissaHinch,So efficient!
235,False,5,2018-05-06 08:07:18,"Love this app! Very user friendly. Navigating back and forth is easy - eg. Selecting to view a particular item, then going back to the searched results, it picks up where you left rather than taking it back to the beginning of the search.

One downfall (which is my pet hate of online shopping) if an item is out of stock, yea keep it on the website! So annoying. 

Overall great app!",Echo echo1,Great app - much better than the mobile site
236,False,5,2017-10-03 08:35:54,I always get complimented anytime I'm wearing something from ASOS. The question I get asked the most is where did I buy it.. I love ASOS because the sizes are so on point I can always guarantee a good fit with any ASOS garment I purchase. ASOS clothes make me feel classy an very sexy all the time. I've been shopping in ASOS for the last 6 years or so and they get better and better offering a varied range of sizes styles for all body shapes.... keep it up ASOS we love you,championgirl1,ASOS never fails to deliver
237,False,5,2022-11-08 04:09:12,Really enjoyed shopping through this App plenty of choice some good bargains too if you are quick enough to grab them before anybody else Really like the back in stock notifications I was quick enough to snap up a item I wanted that was out out of stock originally thanks to that feature Keep up the good work Asos Be surely shopping here again well deserved 5 star App,DarrenClubland,Top App
238,False,5,2021-11-08 15:55:04,"Whenever anyone asks me where I got clothing from - 9 times out of 10 it’s ASOS. Their selection is unmatched, next day delivery, always a discount around the corner, customer review on items so you know how they fit in real life and ‘back in stock’ notifications so you never miss that special item! I could go on and on - but bottom line, just buy from them!",Sunshyne77,My No.1 place to shop!
239,False,1,2021-12-09 15:16:43,"I have never been as disappointed as I am today, that I am still awaiting a resolution to a lost shipment since the 28th November. This has been reported to Hermes direct and to ASOS who contract them.
A report was put into ASOS on the 30th November with all the evidence they needed and since have had to contact their online customer support Tuesday 7th and advised I would have a resolution within 48 hours.  This still has not happened, no Christmas presents and no money in return.
ASOS customer support please help us loyal customers in resolving issues quickly and efficiently all we ask, as this time of year is stressful enough.",Laura_5sos,ASOS delivery still not received
240,False,5,2021-12-28 16:39:33,"I absolutely adore Asos, I actually don’t buy clothes from anywhere else. Whenever I need a specific outfit for any event, I go to Asos and I find it instantly. 
I pay for premier delivery too, which approx 9 quid a year, and honest to god it is worth it. 
I tend to wear quite edgy clothes, but I can always find what I want, and so can my best mate who has a complete different aesthetic to me! 
I 100% recommended to anyone.",Elysha Rebecca,Long time buyer
241,False,4,2020-07-30 18:36:58,"Overall I’m extremely happy with the service ASOS provides, they’re always sure to process orders in great condition and returns are very quick! Customer service is also good, they’re very fair and try and resolve issue very quickly in your favour! The only thing that lets them down sometimes are misleading colours of garments, all garments are taken against a white background so I can’t complain but sometimes they’ve arrived brighter than expected. ASOS have such a wide variety of clothing it’s amazing, love it!",tillfb,Women’s wear ASOS
242,False,3,2018-12-22 13:33:14,"Sometimes the choice is overwhelming. It takes hours to find anything. Would be good to have more put together looks, themes and categories to narrow things down. Looking through 935 items is kinda miserable to me. Or perhaps regular guest edits of looks and recommendations. Also seasonal edits - about 60% of clothes options are wearing sandals or other non-relevant styles for this time of year. Lastly, I often see a jumper or jacket I really like that is modelled but you can’t always get details of items pictured in ‘shop this look’.",siobhan1985,Please narrow down item results
243,False,4,2018-09-02 13:33:53,"ASOS is awesome but the problem is the picture are sometimes at weird angles and don’t show the full product but the worst problem of all is the 360 picture, I believe quite recently they’re taken on really highly quality cameras so the products now always look very grainy and they don’t reflect the accurate colour of the product anymore an that’s a shame because I would use that when you guys wouldn’t show the full product on the normal pictures",Oistfu,Great but...
244,False,5,2020-10-28 17:18:19,I buy all my clothes here they have a massive range of styles and they are all at a affordable price. I really like the new feature on the app where give you notifications when your saved items are back in stock in the size you want. Another thing that brings me to ASOS is the range of sizes it offers clothes for everyone. Another thing I love and ASOS is how the website and app are laid out it’s so easy to use and looks so elegant.,Connorjd99,I love ASOS
245,False,1,2021-06-23 10:48:32,"Terrible website, I returned my item nearly a month ago, I have proof of postage and my return tracking number, the tracking number says that it’s been delivered but haven’t had an email from ASOS saying that my return has been processed, so here I am still waiting for my refund. Also asos doesn’t even have a company email to get in touch, how does a company this big not have customer care email it’s actually shocking, and too make things worse, the only option they give u too talk to them is a really bad online live chat that doesn’t even work!! So yeah absolutely fuming terrible service",c.smeaton,Terrible
246,False,5,2020-06-28 15:21:01,"Honestly, this is a fast and effective way to shop. The filters, shop assistant, ability to shop a look - all make this a great experience. The only thing I would change is how easily you can navigate back 1 step too far and lose all your filters. Really annoying! An option asking if “you are sure?” would help.",wellbeingfit,Love this app - except...
247,False,5,2018-05-18 05:03:23,"My first experience with ASOS has been wonderful. App is so easy, my items were delivered early than the intended date.
Had to return two items as size was an issue but that is to be expected from online shopping. Returning them was seamless.
Followed the instructions and it does help that the post office is just around the corner lol. Just ordered more items and love coming home to see that parcel waiting to be opened.",Sign and line,First time
248,False,3,2019-12-22 15:26:49,"I’m very thorough whenever I shop on ASOS as I don’t want to miss anything! So end up scrolling for ages through all the endless pages they have (good cos they have so much, bad cos it takes so long to look) but if you minimise the app mid scroll through a product page, when you open it up again, it often refreshes and takes you back to the homepage...very irritating when you’ve spent a long time scrolling and your mid through a page! Other than that it’s easy to use and no complaints",Lalalalalalabababa,Loses where you’ve scrolled to
249,False,4,2019-11-09 00:39:16,"However recently I’ve had to send a lot of items back,especially winter ranger jumpers as they look cheap and nasty when arrived,poor quality however also bought other stuff came and has been Perfect.
Wish they would start placing customers reviews below the clothes as it would be helpful beforehand save time and hassle sending stuff back,either a hit or a miss shopping with ASOS at the moment",nancyclyde,Love the app !
250,False,5,2022-04-06 22:44:03,Order basically all my clothing from ASOS.. pay £10 a year and get unlimited next day delivery. Have clothes from all kinds of shops/brands so there’s something for everyone. Only thing is there’s actually so much choice that unless you know what sort of thing you’re looking for and can refine searches you’d be scrolling for hours. Best clothing app I have for sure though!,rachael_aus,My go-to
251,False,5,2020-09-18 14:32:31,"I love ASOS, the app and it being paper free returns...BUT I miss the ability to exchange an item at the price you paid for it. For example I’ve ordered a pair of jeans in the sale...they are too big so I am returning them...but they are now not in the sale so I would need to purchase the new pair at full price. 
Hopefully this is something you can look at amending.",Strawberry_Sin,Love the ASOS app but miss being able to exchange items
252,False,5,2021-12-11 20:19:25,"For less than ten pounds a full year of deliveries you just can’t beat it , second year for me now , I mean three orders and you have your monies worth, free returns as well, love ASOS , all you need for clothing great styles and the measurements help is spot on, I’ve only returned things which didn’t suit me not the fit or quality, love ASOS , just wish they sold wardrobes as I’ll need another one with all the gear I buy , love ASOS",mootydog,Delivery
253,False,4,2022-10-30 23:28:12,"Clothes I’ve bought been at fair prices, fair quality and the few issues I’ve had with items missing etc the customer team have resolved them right away with no fuss. Given 4 stars because they were terrible a few years ago and I had such a run in with them at times, but they are coming back as a good online store again! Maybe 5 stars in a few months lol!",Anthhh23,Can’t Grumble
254,False,1,2022-08-04 08:21:34,"Parcel went missing/stolen from the courier Asos use which is Hermes now rebranded to Evri to avoid the negative service they provide. Asos customer services in this instance was poor. It’s now been 7 days since I ordered £100 worth of items for next day delivery to not receive my parcel and I have contacted asos 3x to be told that I’ll receive a response within 24-48hrs. 7 Days later, still no response from Asos & Hermes/Evri or whatever they want to call themselves. Absolutely disgusting service and I will not order anything from Asos again given how I’ve been treated",Prinny09,Asos use Hermes couriers who steal orders/packages /Agents don’t do what they say
255,False,5,2020-09-24 15:36:29,"ASOS makes it so easy to shop! 
The app is straightforward and there are always hundreds of items to choose from - all good quality and true to size. The Premium package also means everything arrives the next day which is brilliant, especially for last minute gifts or outfits etc. Couldn’t recommend ASOS any more, it’s brilliant! 5 Stars from me!",Earth2Emma,ASOS makes it so easy to shop!
256,False,2,2021-06-27 16:12:36,"Could use some Changes as: enabling extra promo % to be visible under each item where applicable, which is available on website, while in app it’s not available and promo codes just sent in push notifications and kept on main page. You can easy miss the extra discount, just because it’s not displayed under each item. In the case it’s best to use the web version. 

Also sort of items could be better, when its mix match, items could be shown together in search or list.",nat527,Over all ok
257,False,5,2019-10-08 11:39:32,"I usually think it’s so long to write reviews, good or bad, but ASOS really know what they’re doing. I literally buy everything on ASOS and if you are Plus size like me they got you covered. Even though it’s just a store, it means a lot to me that I can buy clothes with my friend who shops in the petite section. It makes me feel like less of an outsider. I can go on about how great their clothing filters, delivery service is but I’ll just leave it here. GO TO ASOS!!!",peggy_doraa,ASOS Review
258,False,4,2020-01-27 21:23:36,Religiously live by this site! Would definitely recommend purchasing the prime package for next day delivery even if you only use it three times you've already made your monies worth! Only reason I wouldn't give it a five is because there delivery isn't consistently perfect. I've had two bad occasions and they quite honestly didn't give two hoots! But I use the site so much that they were just hiccups in my experience and would recommend!,Lagvd,Amazing service love love love!!
