,rating,userName,developerResponse,title,date,review,isEdited
59,1,electricbamboo,"{'id': 23661246, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for a future update!', 'modified': '2021-06-29T20:09:15Z'}",Uses phishing tactics in notifications,2021-06-26 17:11:34,"Downloaded the app, and browsed a bit. I didn’t even register yet, and it’s notifying me that I have a Helmut Lang jacket in the shopping bag ready to order, which I never looked at. I go to the app because of the notification and of course my shopping cart is empty, and it only list items if I sign in, for an app that I didn’t register in yet. These are basically the same tactics used in phishing for fraudulent actions.",False
60,5,hovhannesk,,Concise design and top-notch customer service!,2022-02-18 11:11:47,"You guys are awesome! Great selection of clothes and goods, concise and user-friendly app, responsive and helpful support, meticulous attention to packaging. What else do I need? I really enjoy shopping with your app!",False
61,5,Pele lives in the Bronx!,,Shop the world in one place,2018-05-25 16:00:16,I love that I can shop boutiques from all over the world (especially sales) and have it shipped within days for just $10. You can also find merchandise that you can’t find locally.,False
62,1,joeyHuntsville,"{'id': 13495974, 'body': ""Hello, we're so sorry to hear that your shirt wasn't available as expected. This experience doesn't match our standards at all and we also apologize that a more suitable compensation wasn't offered. Your feedback helps us improve our services and we thank you for sharing your thoughts."", 'modified': '2020-02-14T19:38:17Z'}",They informed me they sold my shirt,2020-02-11 14:31:49,I ordered a Versace shirt from this place a week ago. So they said it was delivered today but nothing was at the door. I called them to ask where my very expensive shirt was. They said they didn’t have it taken off the rack after I bought it and they sold my shirt that I already paid for and they said was on the way to someone else. So someone is walking around with my shirt. They said they gave me $12 extra the shirt was $700. Joke of a company.,False
63,5,claireh_84,,Reliable designer sources for awesome brands,2022-11-16 06:37:43,"Very reliable. Fast shipping. Awesome return policy which makes things so easy for customers. My experience has been nothing but great with Farfetch. Also, amazing deals. Thank you!",False
64,5,onewhogotaway92,"{'id': 11384142, 'body': ""Thank you so much for your feedback. We're so sorry to hear that you're disappointed with the service you received from our team. We hope everything has been resolved but if you still need help, please don't hesitate to reach out.\r"", 'modified': '2021-08-05T18:17:28Z'}","Love the app, but the wishlist is awful",2021-08-05 18:17:27,One of my go to apps for finding unique product. My biggest complaint would be the wishlist size. 100 items is nowhere near big enough.,True
65,5,bebeedee,,A+,2019-02-25 08:01:26,Farfetch has been a highlight for me when it comes to fashion I can always find whatever it is I’m looking for and I can also always find it at a discount price! I appreciate you guys ... I just wish the shipping didn’t coast so much lol,False
66,5,Gusss tavo M,,Hard to find items,2017-10-19 18:31:14,"I love been able to find all my favorite brands so easily, and most the times at discounted prices... 
Besides the ""recommended for you"" section is a pretty handy tool to find new items or designers...",False
67,5,Verosapphire,"{'id': 12615508, 'body': ""Hi, we're sorry to hear that you're experiencing tech issues. If you haven't done so already, we kindly suggest un-installing and re-installing the app. Feel free to contact our Customer Service team if you still need help."", 'modified': '2019-12-27T15:05:31Z'}",Does not allow searching?,2019-12-25 12:11:19,Just downloaded the app. Tried to search and the keyboard doesn’t even come up. Tried other ways to search but still no key board....,False
68,5,dannykbaker,,First Class Operation!,2020-06-29 12:54:34,"I have purchased many pairs of shoes from Farfetch.   I’ve been 110% satisfied every time. The packaging, the communication, customer service and product is first class every time. Impressed!",False
69,1,SuswaraMupparaju,,Terrible at delivery and shipment tracking,2021-02-05 15:35:21,Ordered a product little early than I wanted. Product never delivered. There is no tracking information. Customer service also cannot track where the product is and cannot give an estimate delivery date. First time placing order in Farfetch. Complete disappointment. Ordered a gift for anniversary which is never delivered. Would like to give negative stars.,False
70,5,Troyscott5315,,Amazing Source for the best Fashion,2018-12-23 21:29:56,I never fail to find something on this site that I can’t live without. If I’m unable to find the item locally I usually can find in from one of Farfetch vendors. Service is top notch. Return policy is great. I highly recommend Farfetch.,False
71,5,Nancy GH,,I love it,2020-01-22 14:04:20,"I really love this app

But the only bad thing is that the promo codes cannot be entered or they can but they does not work even though the app is saying 20% extra of sale items but it did not work for me at all",False
72,5,juanpablohc,,Good Experience,2021-03-22 23:56:29,"Made my first purchase, it was really easy and they had the item i was looking for even if it was sold out on the retail page",False
73,1,tnati,,Reviews,2019-02-13 21:13:41,"While reading all these negative reviews I will immediately erase this app!
Thank you from saving me from a headache also shop Kyle shoes they have great service track package all the way to door and great great customer service and accepts Pay Pal 
Your welcome.  But unfortunately this particular shoe is sold out for a moment but will receive more at much better prices and super quality. Ask for “Mia “ amd tell her 
Loyal customer Tyrone referred you promise you won’t regret!!",False
74,5,718shandy,,Service,2021-01-15 15:21:42,Love this website love the delivery service from DHL express just wish more promotional codes will be more available with the amount of money that’s being spent great discounts,False
75,5,Ahooak,,Duties,2021-02-28 20:20:15,"Even though it’s says the item is shipping from a different country and the duties are included, it charges you tax at check out. Bummer",False
76,1,Primacy87,,Keep cancelling my order,2022-04-01 00:31:35,"My order went through on a sale item and got a confirmation email. Then after like 10 mins, I got a cancellation email with no reason. I went back to check on the item, It was no longer on a discount. It already happened twice and It’s frustrating and  total waste of time browsing their products!!",False
77,5,Terrance Peterson,,10/10,2020-12-21 11:04:25,This is one of my favorite websites for a variety of reasons. They ship your clothing fast plus you can find a lot of great designer material without worrying about authenticity.,False
78,5,yul84,,Loving u,2019-05-08 03:28:10,"I love farfetch since the first time I used it 2 years ago, so fast, so good costumer service, so many things from different designers, many of them is imposible to get it in US shops, and I just love everything from you.",False
79,5,Birdy kisses,,User friendly,2021-07-06 21:07:31,Easy to locate items easy to order and to use,False
80,5,Karpis Jan,,Karpis Barseghyan,2020-11-15 07:30:44,The best app for shopping ever I am using already 6 years aI do lot of shopping from app never had any issues 10+. Always Farfetch highly recommending. Thank you.,False
81,5,CAC3764,"{'id': 12296409, 'body': ""Thanks for your review! We're sorry to hear that your purchase didn't fit as expected but we're glad you had an amazing shopping experience."", 'modified': '2019-12-09T15:08:50Z'}",Easy exchange- quality products,2019-12-07 13:24:18,"Just got a pair of Tods boots, unfortunately too small.  They were delivered in 3 days, came in a box I could reuse and had a courier pick up my return. Very classy company. Will def use again.",False
82,5,20BREEZ12,,FarFetching,2019-06-23 17:35:46,"The check out process is the best. Easy and more options for the quickest process. 
The variety of items to shop for is immense. Customer service has been absolutely great.",False
83,5,Dalila11coffee,,Great Deals,2019-02-09 02:29:03,If you like designer cloths this app is for u. I love a great sale. No problems with customer service. I have return items that don’t fit with ease.  I buy a lot online maybe I am used to it. Check their SALE. Awesome,False
84,5,Miss Starcastic,,Sneakers,2021-07-20 01:19:49,"I have now ordered my 3rd pair of sneakers with Farfetch and I couldn’t be more happier, the shoes always come in a timely manner and there never work or used always BRAND NEW and comfortable! Thank you Farfetch ❤️",False
85,4,767j767,,Missing feature,2017-09-29 13:10:13,"When looking at say a Missoni sweater, it would be great to click on Missoni and see all the items available by Missoni. This feature is available on the website but missing on the app.",False
86,1,pncreview1,,Nope,2022-04-28 20:05:11,I wondered how i missed that a Kenzo shirt i ordered was ENORMOUS like two of me could fit in it. Then i looks at the photos on the app and they have actually folded in the sides of the shirt to make it looks more fitted than it is. Add this to the delivery delays and lack of customer service response. Beautiful shirt but now it’s being returned and i can’t say I’ll use FARFETCH again given the many options out there,False
87,5,lover-of-the-pod,,Love it,2021-12-10 03:24:23,I love how easy it is to have access to such a wide selection of products. I also love that you are essentially supporting smaller shops in the process. Such a great concept!,False
88,5,Tеодор,,Europe wear for USA,2019-12-05 09:15:18,Only one complain - return 30 days. Think twice before order and go try it on immediately. Other than that everything seems to be cool,False
89,5,Shellitunda,,Happy Customer,2020-07-09 14:58:44,From the time I signed up with this site I have nothing but a wonderful experience from customer service and fast shipping plus the prices are great,False
90,4,rmcardle593327,,Near perfect,2019-07-28 00:21:08,"All that’s missing is the ability to see different views of each item without having to click off the main scrolling page —think RTR. Otherwise it is a great, reliable app",False
91,1,יוסי 555,"{'id': 26180013, 'body': ""Hi, thanks for taking the time to get in touch with us. We're really sorry to hear that you're experiencing issues with your order. If it hasn't been resolved, please feel free to contact us and we'll be happy to help."", 'modified': '2021-11-11T04:12:51Z'}",Bad service !,2021-11-11 04:12:51,Bough 370$ shoes and got the wrong size wrong color after 2 months then they told me they won’t return it cause it’s been too long and they shipped at only after two months They just don’t care about you and have shirk service don’t buy here there is much better sites and when you buy brands especially don’t do it,True
92,5,SALA👩🏽‍🍳,,No complaints 👍🏻,2019-06-11 23:03:01,I really have not one bad thing 2 say!🤭ok not true your service is so easy / I can return things I don’t like 👍🏻without any problems )it makes me want 2 buy more 🤣😂,False
93,5,NiteCream,"{'id': 31284258, 'body': ""Hi,\n\n\r\n\r\nThank you so much for taking the time to share your amazing feedback.\n\n\r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination.\n\n\r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-08-04T16:50:52Z'}",Cartier Purchase,2022-07-26 00:40:47,Quick and easy purchase options make shopping a breeze !,False
94,1,HanTheBeautiful,,App and website and customer service mess,2019-05-30 19:08:24,"Purchase is ok not different than other websites, yet the return process is horrible customer service don’t reply and the app and website having a problem. I have been waiting for more than 14 days to get my return label and didn’t get it yet nor a response although I have been sending emails on a daily basis with no reply either! Too bad",False
95,5,APOTT,,The ONLY way to shop!,2019-09-04 18:29:10,"Farfetch has totally changed the way I shop. As an American who used to live abroad, Farfetch is a lifeline to all the styles and designers I loved in Europe and can no longer easily find on this side of the Atlantic.",False
96,5,SceneSiren,,Worldwide selection and price comparison!,2019-02-13 21:09:18,What could be better than that? I think that says it all. The site is also beautiful and easy to shop with great detail photos. I really love Farfetch!,False
97,5,LMGOT,,5-Star,2021-03-19 15:31:52,I love this site. One of the best apps to buy name brand and designer clothing from. Always accurate and on time with delivery. Reasonable prices and there’s always a sale. Very Trustworthy!,False
98,5,Momo Princess,,Problem calling customer service,2019-06-10 18:48:53,Tried to call so many times and no answer,False
99,4,美术课,,Wish it’s easier to find fit items,2022-10-09 07:06:49,It would be best providing better sort / brands recommendations base on customer previous purchases,False
100,5,Nigul Gang,,Fast and Easy,2021-12-07 09:17:51,The deals are always really good. Shipping is usually pretty quick and everything is authentic,False
101,5,MADD ,,BEST CLOTHING  STORE!,2021-07-21 07:23:20,"Farfetch is by far, the best on-line clothing store! 
The selection is, bar Nunn, the best online. The service is impeccable and I would never shop in a store after far fetch. The sales are also fantastic!",False
102,5,IAMDD2,,You can always count on FarFetch for a must have item!  They rarely disappoint!!,2021-10-02 13:56:06,You can always count on FarFetch. They usually have what is a must!!,False
103,2,Btsgurl,,Intsall a screenshop clothing option,2018-06-12 04:45:40,"I like how this app has all the designers but it could broaden its horizon by putting in a screenshop option. It’s clothes that I want to get from K-pop idols (korean stars) and i can’t find the clothes by looking them up I need extra help and it would be great if this app offered that and not just similar styles but the exact ones. 
Thank you",False
104,5,InspiredFan,,Duskii,2020-10-03 14:23:59,"Duskii swimwear, especially the rash guards are beautiful and perform exceptionally well. These fashionable body flattering rash guards and bikinis have inspired me to go workout daily ay my fav open gym, the beach. With the duskii rash guard I’m safe in the brilliant sunlight playing until the body lasts! 💕",False
105,3,luciaab,,Glitches and hard to filter,2020-11-10 21:51:53,"The app works fairly well, with some glitches here and there. The thing that is bothersome is the filters are not thorough enough, or it’s doesn’t filter things well. For example, I put black high knee boots with high heel and the app gives me flat boots with ankle length as well.",False
106,5,Noora_qatar,,Great Service :),2021-11-28 11:19:25,"Good prices, always contact with costumer update them with sale and the restock of the interested items, fastest delivery ever, thank You more appreciated.",False
107,5,nastynal,,Good service,2022-04-13 14:15:09,Good service all around and I quite enjoy their selection.  I enjoyed doing business with your store.,False
108,4,h2euce,,Quality and official designer products,2021-01-12 00:26:17,Had one mishap with the wrong belt being sent to me. Besides that I’ve always received A1 service. Their customer service team is the bomb!,False
109,1,G*5999,,I wouldn’t recommend their service to my worst enemy,2020-07-17 22:51:38,"I tried to order a pair of kicks and they said I failed to pass the security check apparently and then canceled my order after taking my $800 and their customer service is non existent,, do not purchase anything from them. If you choose to you better expect to wait on your refund. Much love family",False
110,3,TheMeatMan64,"{'id': 31284331, 'body': ""Hi,\n\n\r\n\r\nWe appreciate you taking the time to share your feedback and we'll be using your comments to improve our app and size guides.\n\n\r\n\r\nIf you have additional feedback or need help with an unresolved issue, please send us an email to customerservice@farfetch.com.\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-08-27T09:20:29Z'}","Great selection if not the best, horrible filters.",2022-08-27 09:20:28,"The filters to order by size never show anything in order and will miss most sizes except xxl, xxxs, xxs, and L. It’s impossible to shop on the app when you can’t even sort by your sizes.",True
111,5,Rxfael 🅱️,,farfetch > anywhere else,2021-06-15 06:07:02,best service. best inventory. fast shipping i ordered my shoes on a sunday at midnight & got shipped that same sunday it said it’d arrive the next monday but came on thursday! whatttt & they had the cheapest price i got find them brand new.  so much inventory i like to shop in person unfortunately i can’t go to all their stores in europe but i definitely will soon when i go to paris.,False
112,5,Matt Kurk,,"Huge Selection, Great Customer Service, Unbeatable Price’s",2019-08-16 13:42:01,"I shop predominantly for shoes on the app, but I love that they have great real-time inventory and pricing at the size level. Shipping is also fast and returns are easy.",False
113,3,Fufajohndon,"{'id': 22018792, 'body': ""Hi! Thanks for getting in touch with us. We're really sorry to hear that you're experiencing issues with your order. If it hasn't been resolved, please feel free to contact us and we'll be happy to help."", 'modified': '2021-04-02T16:11:21Z'}",Order cancel,2021-02-20 21:20:16,"I been order 1 item for weeks now and it’s being cancel even when I respond to the additional email u guys sent , can you please look at my problem",False
114,5,HarryGoldie,,Best Selection,2022-10-08 23:07:09,Farfetch has the widest selection of products of all the upper end e- commerce sites. Excellent customer car service as well.,False
115,5,Celebtaxguy,,They’ve Got the Goods,2021-04-06 15:09:08,I can find whatever I need from anywhere in the world at competitive pricing and great quality!,False
116,1,Ashley_1_4_6,,Order goes through and immediately gets cancelled,2021-12-10 05:39:49,I used two different cards and both times the same. Order is confirmed and a few minutes later order is cancelled now I have to wait 14 days for both of my refunds. Horrible experience will not buy again.,False
117,1,William X fk,,sell fake,2021-11-23 13:40:31,"This website now sells fakes.  I believe it is not the first time.  There should be someone like me.  Also deceived.  But it doesn't matter.  Such behavior will only make you lose more customers.  It even went bankrupt.  From now on, I will help you publicize on various social platforms.  Then I gather more evidence.  I hope I can take you to court.",False
118,1,aao13,,"This app is useless , but no other way to view their supposedly online shop",2021-06-30 15:59:28,"Gf sent me a link , http link at that , some moron at their company decided that I absolutely have to have their idiotic App on my phone , no other way to open it on iPhone . Freaking morons

Ps - http link still does not work , I suggest the company hire real programmers, not the third graders who slap together this app",False
119,5,stephh p,,I love this site/app,2020-11-11 03:31:59,"I order all the time from here, Never had an issue. Thanks for fast delivery and great customer service so far. Highly recommended.",False
120,5,huong olgeirsson,,Good for shopping on line,2020-02-22 04:27:08,I didn’t shop at Farfetch usually but in the last 3 months I started to shop here. I really like it & I’ll shop here more often.,False
121,5,WeHo JJ,,Would class department store at internet !,2019-08-27 16:41:22,"Easy, fun for checking new brands and sometimes you can get items that's on the sale.",False
122,1,Geimon-kon,"{'id': 13357319, 'body': ""Thank you so much for your feedback. We're very sorry to hear that your order wasn't delivered. We've shared your comments to our team as we're constantly working to improve our processes. We do hope that you'll consider Farfetch as an option in the future."", 'modified': '2020-02-07T16:38:39Z'}",Buyers beware,2020-02-06 20:43:06,"After using this app for two years and spending quite a significant amount of money (in the thousands) an order I placed was never delivered. After what Farfetch called an “internal investigation” they left me high and dry, out $300. Will never use the app again, horrible customer service and a pretty horrendous way to treat customers in an age where sometimes deliveries simply go missing.",False
123,5,cocoshann,,Wonderful experience,2018-05-25 18:12:32,Got my purchase quickly and very happy with the product. I’ll be using again.,False
124,5,Calabriaguy,,Happy customer,2022-04-15 04:38:56,"Been shopping with Farfetch a while 
Great products better service",False
125,5,Hiimthatbrokeguy,,Best prices,2021-12-07 18:11:51,Bought bape sweats for my son with discount only paid like $100 and $25 for shipping literally can’t beat that anywhere else.,False
126,5,Miguel Baez,,Unique,2019-02-25 08:52:22,Farfetch is a wonderful unique way to shop online for exclusive luxe items that are rare and hard to find sold at boutiques from around the world at your finger tips.,False
127,5,Sweed404,,Amazing experience!,2018-04-12 13:07:47,Quick and easy! Look forward to shopping again!,False
128,5,Noura F Al-Saeed,"{'id': 12042437, 'body': ""Hi, thanks for your review. We're so sorry to hear that you've had technical issues with setting up a return. Please stay tuned for future updates to our return process."", 'modified': '2019-11-25T15:37:49Z'}",Need to be better,2019-11-23 21:49:00,"Farfetch has lots designers and lots pf nice pieces which is good , but for me the return is not easy at all , specially we cant do it through the website or the app",False
129,5,Lexus IS 350 AwD,,Best place to shop,2017-11-10 13:56:41,"Farfetch is the best online designer wear shopping place. They collaborate with so many fantastic designers all over the world, which is quite amazing. I luv everything about farfetch.",False
130,5,Shimmy:),,Fashion mad easy,2022-02-08 19:11:09,I absolutely love being able to access so many designers in one spot. It is a virtual day on Rodeo Drive!,False
131,5,chrissy23467,,Love ordering,2020-12-16 00:38:11,Everything always come pretty fast! Good & authentic! Super secure packaging! I’m gonna be ordering a lot of stuff even after the holidays ‼️,False
132,5,FanFishGirl,,The Very Best Selection of Everything,2021-05-15 15:56:48,I am always delighted by what I learn about fashion from this collection of brilliant designs and designers.,False
133,5,Bobooo;),,Love the products variety!,2018-10-25 20:02:36,"Far fetch has an amazing product variety! 
The only feedback would be delivery packaging! Need improvement",False
134,5,Ady Didylla,,Stay home and shop,2021-03-12 10:11:27,U dont have to go out.. just Farfetch ! Many options and u’ll be crazy 😁,False
135,5,cbgaba,,Easy to purchase and quick delivery,2020-06-12 13:51:18,"Easy purchase, quick delivery",False
136,4,chellepfaff,,There’s a difference between chevron and striped,2021-02-11 22:49:59,"When I try to search “stripe” “stripes” or “striped”, mostly chevron styles appear

And it’s so hard for me to look for actual striped stuff, not the ugly 2013 chevron pattern",False
137,5,3alool,,I will definitely buy from this site again!,2017-11-13 15:21:56,"Where do i start?
The packaging is perfect
My order is perfect
My delivery was perfect
I am in love!",False
138,3,mahaf22,,Refund,2020-11-29 09:06:42,I wish if there is a Exchange policy instead of return for international shipping I always lose my tax when I do refund and then buy it again so I pay the tax two times for one item if the size didn’t work,False
139,1,hv207,,Such a pain to order from them,2021-04-28 12:26:37,"I have had my order canceled twice when my info has all been valid, and was not contacted whatsoever before they my cancelled my order. Have talked to customer service multiple times and they are no help. Do not recommend to anyone 0/10",False
140,5,tmcmeezy1,,Great experience fast shipping,2020-02-04 23:34:25,Was skeptical at first because of sum reviews I’ve seen but will definitely use again fast shipping A+ experience,False
141,5,silentmekare,,Versace swim trunks,2019-09-17 01:00:36,"This is the only app where I could find my Versace swim trunks. After losing 60 pounds and toning up, needed this statement piece to complete my transformation. Thanks farfetch for making it happen!",False
142,5,Bensteinsmom,,Best Selection,2018-04-06 01:47:04,"Love Farfetch. The selection of designers and sizes is vast. They understand that returns are a way of life and streamline the process. Most stores take pride in their wrapping and include a note. 

Imo farfetch is the future of shopping.",False
143,5,Everbless78,,Kerry,2021-07-12 16:46:42,"I am so loving this site thanks so much 😍 I am super happy with everything I ordered here, so quick and easy 👍",False
144,1,Da Datta,"{'id': 23825271, 'body': ""Hi, thanks for getting in touch with us. We're really sorry to hear that you're experiencing issues with your refund. If it hasn't been resolved, please feel free to contact us and we'll be happy to help!"", 'modified': '2021-07-08T16:27:33Z'}",ehhh,2021-07-02 13:30:11,"they are ehhh, due to the fact that FarFetch ripped me off, they took the full amount of my order and wont return the full amount back to me. i had to cancel it for personal reasons, which i could've explained but that doesn't mean rip me off and not return the full amount back to my account.",False
145,1,Jenevere,,Difficult to return/exchange,2020-07-13 22:08:36,"This business model allows a small and window and frustrating experience for returns/exchanges. So, hopefully you get exactly what you want the first time. If there is a modicum of hesitation for a purchase, don’t do it. I had to wait on hold for over an hour to speak with someone who offered no help to merely exchange sizes on an item.",False
146,5,people against WF,,Xxx,2021-05-21 02:37:34,"Other than Fed X Shipping which never delivers and always requires pick up, FF is very convenient and fun. However, Fed X does take the fun out of it.",False
147,5,fashuntok,,My Favorite,2021-01-24 18:54:59,Thank you for always having a seamless experience and offering me such great deals on all my designer faves ❤️,False
148,5,Tdel1414,,So impressed,2018-08-03 23:30:57,I found a pair of amazing boots on here and was so nervous to order from this app based on some reviews... but Farfetch exceeded my expectations and then some!! Ordered on a Tuesday and they arrived Friday afternoon! No surprise charges! Love love love Farfetch!,False
149,1,K1318888yf,,Careless Handling Merchandise,2018-10-17 17:57:37,"The tag of “Farfetch” damaged the lamb skin Balenciaga pumps I ordered. 
The tag was not from the original boutique. 
And that was the only pair of size 5.5 I found. 
You should care more about your customer experience than the stupid hard tag you have to put on.
I only order from Farfetch when I can’t find it somewhere else. 

I recommend you try to find fashion pieces you like at stores such as “MatchesFashion” and “Louisaviaroma”. They package and handle the merchandise you love very delicately. 

Be as professional as other luxury online stores when handling packaging merchandises would you Farfetch?",False
150,5,Yolitin,,Shopping for the best!,2021-09-09 00:07:16,"FF is a wonderful way to find upscale, high quality merchandise at reasonable prices! It brings Europe to our front steps! I love it!",False
151,5,Pushnee134,"{'id': 10911953, 'body': ""Hi, thanks for your review. We're always looking for feedback on new payment methods and we look forward to adding more features to our app in the future."", 'modified': '2019-10-01T00:12:09Z'}",Great,2019-10-01 00:12:09,"I used this app once and I love it but i give 1 star for attention .
I will change it in the future , it would be so great if you accept Afterpay",True
152,5,Zjoneskhhjl,,Service,2019-09-21 05:47:44,Awesome service. Very easy to purchase my order and I actually saved a lot of money shopping with Farfetch 🤩,False
153,5,swissmissinflorida,,Best website to shop!,2018-09-26 14:04:15,Love love love Farfetch! Always better prices than anywhere else and biggest selection on the web!!!,False
154,1,Deepdream_li,,No customers service,2018-12-05 20:27:31,"Ordered something from them about half month ago and the order is still “in review”. It has been two weeks after the promised delivery date. 
Called customer service and sent them email - no reply whatsoever.
I have nowhere else to complain or get help. That’s why I’m leaving comments here.",False
155,5,Gina Neely,,Customer Service,2021-05-10 16:02:55,It didn't give me my discount for opening the app,False
156,5,thouraya a.,,Love this app and website,2020-08-24 22:31:31,I love shopping at farfetch they offer the beat products and services,False
157,5,AlexandraCM7,,Always The Best!,2019-03-21 07:09:08,"Best Prices, best selection and variety of items. You can choose from the best vendors. Super fast shipping and always well packaged! I’m obsessed with Farfetch!",False
158,5,QU33NofSHOES,,Designer Dream,2019-01-09 01:47:16,"You can have any designer item you desire, from all over the world... delivered in two days via DHL from Farfetch. Greatest selection of designer goods anywhere!!!",False
159,1,The Decor Girl,,Difficult,2017-11-21 12:56:07,"It was difficult to place an order. I couldn’t get past the shipping page unless I got the app then it kept making me log in to place an order. If I had found the same product elsewhere I would have ordered it there, because this site worked so poorly on an iPad.",False
160,5,Abu Dhabi87,,Review,2022-03-23 01:47:30,"Authenticity & on time , I pay the extra for quality as well as security !",False
161,5,bogohome,,Farfetch a fav,2021-01-01 17:23:15,Love this site - always unique and fashion forward items!  Shipping and returns always on point as well!!,False
162,5,SamJishi313,,Love this site,2019-06-25 03:35:14,Always fast and they very professionally wrap your merchandise. I love this site and DHL is the best shipping method when coming from another country.,False
163,1,Trms2,"{'id': 12164157, 'body': ""Hi, thanks for your feedback. We're sorry you were experiencing technical difficulties but we're happy to let you know that everything is resolved. If you need any further help, please feel free to contact us."", 'modified': '2019-12-02T15:48:23Z'}",Serious technical issues,2019-11-29 16:13:28,"I’ve been trying to check out for half an hour and nothing works on mobile or web. Check your API services, or warn your users about downtime. This is a waste of everyone’s time especially if they have to insert their details (address) and nothing gets saved.",False
164,5,danriley123,,My favorite way to shop,2020-11-30 14:21:52,I love Farfetch! The app is so easy to use and makes great recommendations. The delivery speed is fantastic. Amazing customer service.,False
165,5,robthealien420,,Most reliable online luxury retailer,2020-04-28 01:22:44,"To date they have the best prices, fastest shipping, over countless orders I’ve never had an issue.",False
166,5,callalily144,,Wonderful customer service,2019-02-15 00:04:49,I hope u won’t change!!,False
167,5,Tony T 10000,,Best Internet Shopping Site,2019-03-07 22:24:41,"Fast Delivery from all over the globe. 
Excellent Customer Service.
I never write reviews but this company is incredible!!",False
168,5,Shad Master,,Reliable,2020-06-08 01:27:08,Always can count on Farfetch to deliver quickly,False
169,3,A FAN ++++++,,Shopper,2017-11-24 16:50:37,"Have supported this site from the beginning but the app and site experience are not smooth and user friendly.  Take a hint from Net-A-Porter and Mr. Porter

PS i get the difference between the sites

1 example i am trying to send a review and a title is a required field?",False
170,5,ebonyss,,Designers with a bargain,2022-10-26 03:17:05,The one stop shop for your designer items at a bargain. Thank you Farfetch,False
171,3,kimmy174958,"{'id': 15244612, 'body': 'Hi, thanks for your feedback. At Farfetch you are shopping pieces from our luxury partners around the world. Our prices are based on our Farfetch partners and your location. For updates on exclusive early sale access and more, sign up to our email newsletter.', 'modified': '2020-05-11T14:50:22Z'}",Expensive,2020-05-10 03:35:42,"Only ordered because my husband birthday is May 17th and he’s been asking for them glad that I found them but I feel the price is a bit too much, thank you",False
172,4,41723,,Search function,2018-12-14 18:35:49,Can not search by item or ID number.  Need to enter full product description.,False
173,5,L'Estetica_skin,"{'id': 31043870, 'body': ""Hi,\n\n\r\n\r\nThank you so much for taking the time to share your amazing feedback.\n\n\r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination.\n\n\r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you!\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-07-22T17:14:52Z'}",Great service !,2022-07-07 18:00:51,"Love that I can purchase whatever I want , In a easy and fast way..  :)",False
174,5,Frequent Asos Shopper,,Quick and Easy,2017-10-08 10:41:56,Love this app! Easy and quick. Highly recommend!,False
175,5,Chavo Nava,"{'id': 32284528, 'body': ""Hi, \r\n\r\nThank you so much for taking the time to share your amazing feedback. \r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. \r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \r\n\r\nFARFETCH\r"", 'modified': '2022-09-28T15:48:59Z'}",Service and prices,2022-09-17 13:47:20,"Always the best
Always on time
Always best prices",False
176,5,Andy710420,,Amazing service,2020-09-16 04:58:24,Always very fast shipping and product as described,False
177,5,SHISTY98,,Great review from Kenneth,2020-08-15 08:49:00,Got some drip from here just need more rick owens and amiri selections. Maybe some more Japanese brands and local usa brands for the usa store. Will bring more customers,False
178,5,Osun1,,Service,2022-05-16 14:27:17,Affordable Great product and service,False
179,1,Stefan Stanislav,,Terrible customer service,2021-10-21 15:15:43,"If you aren’t going to be at home 365 days out of the year, do not order. They will not let you pick up packages and request signatures on orders of all sizes. Absolutely ridiculous for anyone who travels remotely anywhere besides the grocery store",False
180,5,DiaphaniBatista,,Fendi,2021-03-02 13:48:33,I love this app because everything you need you get it.,False
181,2,Nourah Alqarni,"{'id': 23973378, 'body': ""Hi, thanks for getting in touch with us. We're really sorry to hear that you're experiencing issues with your return. If it hasn't been resolved, please feel free to contact us and we'll be happy to help!"", 'modified': '2021-07-16T20:17:16Z'}",Return Feedback,2021-07-13 16:32:01,Responses to return request are very slow and lte replies. Seems like the return process is the most challenging thing which make me think twice before placing any order.,False
182,5,swaggu,,Navigation,2020-11-06 04:09:51,"Great app that’s help your effortless. I love the way I can navigate through the app. Easy breezy. Also, I love their content. Happy camper!",False
183,5,Bandaaaaar,,Perfect,2021-12-08 10:44:12,Best application delivery very quick high quality recommended,False
184,5,Count Laszlo,,Love Farfetch,2020-12-01 05:13:09,Only place I shop! Absolutely love FF. No other place to shop. Best products and selection. App is excellent as well.,False
