,userName,rating,isEdited,title,review,date,appname
385,Mark7896543,1,FALSE,Poorly built,"I tried this a couple of years ago - and deleted it because it was pretty useless as it wouldn’t let me buy anything at all. (Yes I was logged in).  It would search - but not allow me to buy. 

So wind forward two years and I thought surely they’d fixed by now and so I downloaded it again - and there’s still a similar problem; I can now buy certain items e.g coffee but this app doesn’t allow you to buy books on Kindle - it only allows you to get a free sample.  (Yes I am logged in and no I’m not the only person I’ve spoken to with this problem, it seems very common). 

So a good idea, and some improvement - but overall poor in execution and not tested before being released. I prefer to log into the website from my phone.",13/09/2018 17:30,amazon
386,Turbointhailand,1,FALSE,"Nearly unusable, and a data-hog","I’ve got a brand new iPhone 13 and with each progressive update lately, the app is becoming more and more unusable, with all of the ads and auto-playing videos, even this phone can’t keep up. There’s no way to turn these off and god help the folks without unlimited data. 

If you want a terrible shopping experience where you’re near constantly bombarded with ads for god knows what, making it impossible to buy the items you came on for, this is the one for you. Be prepared to have it crash a few times and be sure to force close it regularly to address the freezing [non-responsive to touch] issue, which is near constant. Win-win.",03/09/2022 17:40,amazon
387,ehzhang~~,2,FALSE,"Buggy update - slow load, random blank pages","Haven’t had any issues but in the last few updates, I’ve noticed two main issues (and a few ux notes)

Slow search/loading:
Sometimes when doing searches, i get stuck in an otherwise indefinite “still loading” state, and need to reset the app. This happens on both cellular and Wi-Fi, even though I have no issues with other apps. 

Random “blanking” of pages:
While navigating or scrolling pages (most often on individual product pages) the page will suddenly turn entirely blank and I have to hit the back arrow and reset. 
This becomes massively disruptive especially when trying to read reviews or product information

Bugs aside, I’ve found navigating product pages to have become clunkier of late. I often want to go straight to reviews, but I have to scroll so much to get there. What’s weird is that it’s treated inconsistently - some product pages have a sticky navbar to jump directly to sections and some don’t.",13/04/2022 5:32,amazon
388,technicallysalad,3,FALSE,Ok but need to fix a couple things,"It’s a safety hazard for your employees to not be able to put “Other” or “See Additional Instructions” for where to leave the package in the first box. I’m only able to select “Front Porch” and they rarely read the Instructions information to leave them at the gate. We have dogs and they risk getting bit every time they enter the gate to leave the packages on the porch. It’s unnecessary. Also, your search criteria for specific items are also way off. There’s no way to further narrow it down so I’m forced to scroll for hours just to find what I want.",18/07/2021 22:34,amazon
389,TaraTiaraSER,4,FALSE,Please improve,"So much is great, but so often it is nearly impossible to drill down to the actual product being sought after.  Please consider adding a filter button to remove items that are of no interest.  This would be particularly useful when the customer is looking for a particular feature in the product and there is no ability in the system to filter or if a particular item won’t work work it should be temporarily disabled from continuing to populate in the customer searches.",15/02/2021 16:21,amazon
390,Lockout bug,3,FALSE,Locked account,I think there is a bug in the system for my account where I’m locked out and when I try and put in the information to unlock my account it won’t let me continue. I can’t even see what I’ve chosen to put in as the document and when I try and submit it says that I haven’t chosen a document type which it not true because I tapped the bubble that I needed to tap to fill in the information and it still says I haven’t selected anything and there are only two options showing up for me so I see no other options. Please help me solve this problem...,10/01/2021 7:18,amazon
391,fjmshdmsbd,1,FALSE,Don’t buy gift card from amazone 100$ lost,"Never thought that i can have such kind of issue with AMAZONE . Already spend almost 100$ on phone calls with amazone’s “customer service”
To refund my 100$ gift card purchase, after talking with about 10 different incompetent assistances at last i have talked with customer center supervisor who advised me to open dispute to refund money, and after opening dispute they answering to my bank that gift card valid.
Issue appeared when my sister who applied my gift car to her account, couldn't remember some security questions (as account was created a while ago) and her account was suspended with my 100$ gift card on it. Shame on amazone  and his incompetent support team who cant resolve this kind of problem",10/11/2020 13:49,amazon
392,Walla2go,4,FALSE,Improvement suggestions,"I couldn’t find a way on the mobile app to communicate with the developer, so I’m resorting to providing suggestions here. Your subscribe and save section of the mobile app does not allow for searching your own subscriptions.  Please consider making it searchable.  I have nearly 150 subscriptions, and if I need to find one to change a delivery date, it is very difficult scrolling through thumbnails to find it.   Also, chat always asks for the order number, and the order number cannot be copied and pasted.  Please enable that.  Thanks.",30/07/2020 23:16,amazon
393,honeyRC,2,FALSE,Items loaded per page?!? Next button?!?,"When shopping on the latest update to the app, only a limited quantity of items load per page.  I must manually press next to see more available items.  It’s annoying to have to  click “next” and wait for reload of the next page over and over again.   The old version of the app continued to add the items as I scrolled down the page.  It was more like “view all”.  More clicks is never a good idea!?! I’ve been shopping more on eBay and Poshmark recently just because their apps are more user friendly.   Please go back to scrolling and not having to click “next” constantly to see more items.",05/11/2019 15:12,amazon
394,Jzerwas,4,FALSE,Just one little suggestion …,"The app is great, always has been. I would’ve selected 4.8 if my only choice wasn’t whole numbers. The app would be a 10 if signing out weren’t a 30 step process. I can’t understand why it asks “are you sure you want to sign out?”.  You can’t accidentally log out because it’s a 30 step process. It would be much easier to click once on whatever page you happen to be on when you are ready to log out. 🤞🏼this might be changed in the near future.",18/12/2021 16:22,amazon
395,KennyB94,2,FALSE,When it works it’s decent,"Unfortunately, it’s not often that the app works as it probably should. The app randomly likes to just show you a blank white screen while you’re browsing. This can happens when you click on an item; sometimes it’ll happen while you’re currently looking at a item but decide to scroll down to see the description. The only thing that fixes it is going back one page and then re-opening the item you were looking at when the screen went blank. Which is especially annoying when you’re trying to compare two or more different items.",06/10/2022 18:37,amazon
396,Robe4life,1,FALSE,It’s getting so bad,This app is getting worse and worse. I HATE that it fills my search results with things that have nothing to do with the search terms I put in. It means you have to scroll through more posts to try to find what you’re looking for and the app is laggier and much slower as you go down the list of search terms. Often times it just crashes or takes forever to load 2-3 searches at a time. But it has no problem shoving “recommended” products in your face that you never asked for. It’s become very much so not user friendly. The app used to be good but these changes the last few months makes me wonder if I should just end my Prime Account and shop elsewhere. This is just too frustrating to use.,03/04/2019 1:36,amazon
397,RayHAz,1,FALSE,Hate the new interface!,"Update March 2018:
I hate the new app on iPad. You’ve totally botched it, requiring me to go through many more steps to do things I usually did in only one or two clicks.

It’s sad, making substantive changes because a few snippy developers think something is going to be cool. Do you have a beta test group? One you LISTEN to? I’d like to be on it, so you don’t doink it up so badly again.

—— Previous Review, circa 2015:
I live 60 miles from anywhere, and love using this app to help me find things our local stores don't carry. I'm a Windows software developer, so getting my hands on up to date reference books is easy here.

I previously had commented about the kludgey Wish Lists feature.  The updated app's Wish List feature is WAY better now!  Some people might think it's too much effort if you only have one Wish List, but I love it.  I have a Books wish list, a Tech/Geek wish list, a Birthday list for things I'd like to consider for my wife/son next time around, etc.

Checkout is easy.  Searching is easy. And now if you're a heavy wish list user, you have lots of options!",25/03/2018 13:11,amazon
398,RTCLFGHA,3,FALSE,"Decent App, bad customer service and search engine","So, it is really nice how you are literally able to buy almost anything and have it appear on your doorstep, but Amazon’s customer service feels like it’s ran by 12 year olds sometimes. I was once told two different answers for the same question by the support, and neither of them were right! That’s understandable for customer support though, but the worst part in my opinion is the search feature, you can type in anything you want, but you’ll get things that don’t even relate to what you typed in.",22/11/2022 0:17,amazon
399,Rivadenc,4,FALSE,Whole Foods order,"Generally pleased with using the app to order Whole Foods deliveries. Had a hitch today: once I was ready to checkout I got to the screen where you’re supposed to choose a delivery window, except that I was shown message that there were no deliveries available, not for today or any other day. Sure enough, I went on my PC and while there were no current day delivery windows available, I was given the option for the following day. So there is a disconnect between iPhone app and desktop site.",30/01/2021 16:22,amazon
400,pookie777,5,FALSE,Terrible,"The new app is terrible...the bar underneath is intrusive to the experience, the colors are now our torqouise and white with little contrast (hard on the eyes), the settings and orders bars now open up to giant text rather than the smaller crisper type before...I do not understand why this changed, it is not better at all...just annoyingly different. I will not shop as frequently now, the experience seems like it was hastily put together rather than professionally rendered.",17/06/2020 18:00,amazon
401,IntrusDave,2,FALSE,New interface concerns,"I really do not care for the new ux. I find it difficult to navigate while distracted, intoxicated, or high on the reefer. I’ve done thousands of hours of scientific research, testing the consumption of each of the aforementioned substances, and the data clearly shows that my purchase per hour rate has dramatically decreased with the change to the new interface. While sober me thanks you for this, stoned and drunk me are fairly concerned. Further testing showed cocaine use as a possible corrective measure. Methamphetamine was not considered, as it would cause a further reduction in purchases per hour. 

Please consider a focus group of successful Generation X cannabis users when developing your user experience corrections.",09/10/2020 7:27,amazon
402,Marygbh247,5,FALSE,What happened,I’ve been using this app for a long time now I cannot load the app to place an order and it asks for my password every two seconds and then says there’s way an error and when I use it I’ve been hacked I was not sure if it was my phone so I rebooted it call customer service they cannot figure it out after I rebooted my phone I had no problem and then the app started glitching and waiting my password over and over again and now I’m hacked again ugh very frustrating,17/01/2018 5:10,amazon
403,Mekojjj,5,FALSE,Backup Payment Beware,If you have more than one card on your account and your primary method of payment is declined for any reason they will charge the other card without notification. Additionally they will not change the charges and charge the right card. You have to return everything and have them resend it. With my luck it was things I needed for a deployment and a lot of things I needed to return and there was no way to make that happen before I left. Pretty disappointed.,23/08/2019 12:51,amazon
404,Taty loves JEREMY SHADA,3,FALSE,App is starting to get buggy,I was having a hard time with the registry on the app where it’s displaying the pictures of items I want or need to get and it’s very time consuming as it doesn’t show or have a list of what’s available and not on the top as it mixes it around. Even filtering it is frustrating as it doesn’t make a difference. I also had ordered a package and having a hard time trying to claim a dispute that I did not receive it and took me a while to find because I have to rate the drivers experience first? Very time consuming.. please fix,10/10/2022 20:45,amazon
405,Katprincess,1,FALSE,"So many bugs, it’s become laughably bad","For a while the app worked fine. But each update lately (at least the past few months) has been creating more problems rather than fixing them. I used to be able to tap on the star rating to open reviews, now it doesn't open. I try to scroll down to get to the reviews that way and there’s nothing to scroll down to, it’s a blank white end. It’s also not an issue with my network connection. I will NOT make any purchases without seeing the reviews. 

The “add to list” option either doesn’t show up where it normally would, or it will show up but tapping on it opens up a blank white screen that won’t go away until I restart the app. 

The app constantly freezes during search. I will scroll down the list and see a product I want to look at, and the app freezes. I restart and it doesn’t show up in my history so I have to search through again to find it. I give up on that product. 

All of these bugs make it nearly impossible to shop.",18/05/2022 3:56,amazon
406,Marcieileen,3,FALSE,The recent update (May 2022),"This newest update seems to have created some glitches. I hope they’re addressed soon.
1. When I tap on “Read more”, it highlights, but does not drop down the rest of the review.
2. Tapped the arrow by the Add to list feature. Was taken to the page, but the newly added item wasn’t there. Now there’s new gibberish on the left side  - why? So I tapped on the 1st choice - nothing happens. I haven’t a clue where my addition to list went. 

Oh well. Very frustrating. Plz don’t “improve” something that isn’t broken! Hope a glitch fix is coming soon.",07/05/2022 6:43,amazon
407,Hahrzj,1,FALSE,All my account is on hold.,Every time I create a new account and bought something they always put my account on hold. It’s like I’m the only target. I don’t enjoy shopping on the website or the app because they kept holding my accounts. Every time I bought something on a new account they always put my account on hold and kept saying “unusual activity” and that was my first purchase on the account. I contact them and one by one all they say is “ it will sure be unhold”. Two months and my $50 credit is still stuck on the account. I even change my name and my card and it kept putting my account on hold 😡. Every associate told me the same thing and they won’t understand.,11/06/2021 2:10,amazon
408,LauraLooking4App,2,FALSE,Dark mode? Why no photos of items in emails?,"Could we get the app in dark mode please?
Another important suggestion:
The confirmation emails we get should have photos of the items purchased. And the list of “Your orders” on the app with the photo should have the order number.  It’s always an annoying guessing game trying to figure out what order the email is referring to because having the order number doesn’t help if the “Your orders” list on the app has the photo of items but not the order number! I have to go back-and-forth from my email to the app to figure out what order the email is referring to (shipped, delivered, etc.). It’s soooo annoying!",06/11/2020 21:45,amazon
409,Dick is my name,1,FALSE,Keeps getting worse.,"Terrible app. Loaded with spam for crap I don’t want or need. Stop it. If I want to look at a specific brand of shoe, stop spamming your sponsored garbage brand. If I want a specific type of something stop sending ads within the description. Just stop the nonsense. This app used to be easy to use & load. Now, it takes several seconds to load the search results & all of the spam garbage. Also, we used to be able to just scroll continuously, now we get 15 results for a search & 25 adds. Stop it. Return to the simpler days & stop changing this to become another eBay. Offer a simpler app for a price. Stop spamming your ridiculous dot or other device crap. Please stop. It takes forever to shop now.",01/09/2020 15:19,amazon
410,tn wrangler chick,1,FALSE,Another bad “update”,"Once again, you’ve “updated” the app AND the mobile view of the website so that now I can no longer see the number of results. Add to that the new “next” button with no page count or ability to return to a previous page other than the one immediately before which is clunky and worthless - add to that, only displaying 19 results per page which results in more clicking, less scrolling - add to that the useless top row filters - add to that, now in order to filter by Prime, I have 2 clicks instead of one. I work on website design. Adding clicks is not user friendly - unless they are absolutely necessary. You are a gabillion dollar company - why don’t you hire better app designers??",29/05/2020 12:21,amazon
411,Bryan1672,1,FALSE,absolute trash customer service,"Could not login due to the OTP security feature they implemented because the phone number that was used is now inactive and I didn't remember to update to my current number. However, thinking it would be a relatively simple fix, i found that i could not contact any help possible within amazon's website because every time i click on a link to either email or chat with a representative it directs me to the login page again and presents the same screen of asking the OTP security! I tried to dial their support number but they disconnected it due to the covid-19 situation, i'm assuming. In short, i have not been able to access my account for about 3 days now.",13/05/2020 2:08,amazon
412,happytime099,5,FALSE,Great service,Well to me I can’t think of a better way to buy things.  Very fast delivery times. Hard to bet prices on all different types of products. Plus really helpful customer services representatives. I do love the fast call back time. I have order many many products in the last 5-6 years and maybe have had 10 different problems out of 300 plus deliveries. And they took care of every problem I had. Keep p the great work.,10/12/2021 14:29,amazon
413,tjb1298,3,FALSE,Need to get it together,I bought some curtains twice and it said it was directly delivered. I did not receive it both times. And when I tried to go on the app to say it was never received there was no option that said that there was only the option to return it due to damage or something. So that was very inconvenient I shouldn’t have to call them to let them know I didn’t receive my package it should just be on the app as an option. Also there should be an option to be able make sure the delivery man knows I need to sign the package to receive it. But no I have to call someone across the world.,30/11/2018 14:29,amazon
414,goofeded,3,FALSE,FIX THE BUGS,"This apps great but most of the I can’t add things to my cart or remove them! After I press remove or add it’ll shut down  and say there’s nothing in my cart and I’ll have to restart the app a couple times for it to work also it’s extremely slow during the check out process until these things are fixed I won’t be using the app anymore! It freezes after I press proceed to check out and sometimes I only do that
To see a total after shipping but the when it freezes i get scared it’ll end up ordering what I have before I’m ready. I’m tired of the freezing and crashing please fix this!",08/11/2018 19:38,amazon
415,Love Hate Apple,1,FALSE,Subscribe and save glitch,"I skipped delivery on two items from this month's subscribe and save (s&s) last week. To my surprise, today I received notification that those items were out for delivery. At first I doubted myself, thinking perhaps I didn't change the s&s delivery date. However once I checked my account I was assured that I did in fact change the date. One particular item is every two months, and it is on next month's delivery. So, when I skipped the delivery of that item, it did in fact change it to next month, but also kept this month's delivery as well. 😑 Now, I'll be hauling a 24lb bag of dog food to UPS. Not cool. I recommend making any s&s changes on the website, not the app, until this problem is rectified.",18/10/2017 3:54,amazon
416,sjwonder1027,3,FALSE,Filters…,"One filter that would be extremely useful, since the inception of the app, “has not been delivered yet”. I don’t need to see everything that has been delivered.  What I want to know more about is what I have yet to receive.  The “not shipped yet” does me no good, as that doesn’t cover everything that I’m waiting for.  Also, another suggestion - don’t use FedEx for shipping.  Either the products get damaged beyond recognition or it arrives so late that it’s pointless to have ordered it as I could have drove and picked it up anywhere in the state and still had it much sooner.",14/02/2022 3:22,amazon
417,Ilp135,4,FALSE,"I like it, but it could use an update","I wish I could leave specific comments about deliveries on how it could be better, or why it was great. I literally just watched a driver toss a package on my porch, on top of other deliveries that were set directly in front of the screen door that swings out, so it took some work to open the door in the first place. But I’ve also had some great drivers hide packages in some very clever/creative spots to keep them hidden from porch pirates or in a place to keep them out of the snow or rain.",06/01/2022 23:04,amazon
418,juaranza,4,FALSE,Good on the cusp of Great,"The good things are that the app works beautifully while you’re out and about town. My phone vibrates when something is put in the cart. What makes this app one star away from great is that it is hard to switch accounts. You have to go through a lot of sub menus. Between home and work, I have three from which to order items. On a desktop, the option is instantly found. The app is good but just needs a little tweak. Developers, whatever you can accomplish is appreciated.",26/03/2021 17:08,amazon
419,PShortee,3,FALSE,New App Icon,Can you please change back to a white app icon? I can never find the app even though it’s on a main screen of my iphone. The brown icon is hard to see and I have 20/20 vision and work on color for a living able to see color perfectly. I can only imagine people that can’t see color or their vision isn’t as good. It’s frustrating. Maybe it’s the background wallpaper I have? I dunno but I always have to second guess where the app is. Updating the logo is fine but brown? Not a good color choice when it was once so easy to locate being white and standing out.,05/03/2021 6:08,amazon
420,FAGSGGAYZU,5,FALSE,What I Think should be Added,"During shopping, I’ve noticed that I want to buy things for multiple places. Maybe I want to purchase this stuff for my living or for my kitchen but I don’t want to buy them at the same time and I don’t want to spend my time to scroll through my list and order them individually. I think we should have multiple carts and not just one. We can choose to add one cart and name it so we know what cart this is for and what the items in the cart will be for.",19/11/2020 21:56,amazon
421,fb_addict,5,FALSE,New design,"The new app design doesn’t work well at all with the new “zoomed” feature included in iOS 14 for iPhones. Your designers and programmers need to test it and see how it displays things like the map to see where your package is. In the standard view you can see the map easily, in the iPhone zoomed view it is a 1/2” sliver across your screen (that runs the X to close the map into the + to zoom in on the roads). Hopefully you will fix this in a future update!",23/09/2020 20:31,amazon
422,Tsemas,5,FALSE,Very convenient and great customer service!,"I live in a small town where we don’t have access to much, but I can find everything I need as well as everything I didn’t even know I needed.😁 As far as customer service goes, I’ve always been very happy with Amazon’s customer service which I don’t say very often about any customer service. They have always been very professional and friendly, which I’ve always very much appreciated.",23/10/2021 5:16,amazon
423,arrobles,3,FALSE,Latest update is counterintuitive,I’ve been using this app for several years and I always found it to be very intuitive and easy to navigate however with the latest navigational updates and a floating menu the app has become quite annoying and a little unusable. The new menu is floating over the screen so it practically blocks your view and it is a lot bigger so your screen real estate just became smaller...Not to mention that searching give you Exemouth of results but filtering those results removes about half the items from your search so I can safely say that search is broken,27/08/2020 14:00,amazon
424,Recent BOA consumer,4,FALSE,Multiple cart tabs would be greatly appreciated!!,"In addition to the save for later , I would love to see the option for multiple carts added.  Sometimes I need or may only be able to purchase several things out of my cart at once, hence purchasing the rest later.  Unless yu buy those items separately, yu can’t group those items without clearing your cart completely.  It’s very tedious saving those other items for later , then re-adding them to your cart again .",26/08/2022 2:46,amazon
425,Cal1911,3,FALSE,Reviews are missing photos,"Trying to read reviews has been getting progressively worse with each app update. The latest, let’s say I click on an item with 500 reviews, it’ll show that there are no pictures uploaded with all of those reviews on the main review page, but then if you scroll through all of the individual reviews you will see that that are pictures uploaded. This is very inconvenient and defeats the whole purpose of buyers providing feedback and prospective buyers wanting to gain insight on a product.",20/06/2022 9:35,amazon
426,Gi213,4,FALSE,View Order Details,I gave only 4 stars because I would like to see the size I ordered in ‘View Order Details’.  Right now you have to click on the item and it takes you to the many different colors/patterns and/or sizes you can order.  Most times the color/pattern you ordered is circled and the size is highlighted.  If it is unavailable you end up on a different item or size and don’t know what size you had before if you want to order the item in another color or pattern.,19/05/2022 12:20,amazon
427,love of the money,4,FALSE,Hi I gave I ⭐️of 5 because I love the amoz  on panel,However I am getting constant messages that this was charted to be purchased that tried to be purchased this tried to be purchased are you approving this and that and it’s not me I don’t know how to fix it I don’t really want to go through all the F to do and what to do so I’m putting up the urgio I really enjoy ordering off of you and I really enjoyed the app piano the the is $10 every month but I would prefer I be the one making the purchases not other people thank you,26/03/2022 14:50,amazon
428,bitoguy,4,FALSE,Almost Excellent,"I like almost everything about this app, however it suffers from two major flaws. First is that notifications do not produce a sound no matter what steps you take to resolve. Secondly the search is extremely poor. Searching results in a tremendous number of items that have nothing to do with what you are seeking. You cannot exclude terms in your search. It consistently suggests things for you in the search results that have nothing to do with your search terms.",24/02/2022 11:29,amazon
429,mr.SpinChair,4,FALSE,Works great but not as good as the website,"I’ve done many orders with the app and got what I needed. It has many options. The only downside is it doesn’t have all the features the web sight does if you were using a pc. Another issue would be the sponsored products. As I go through a list of products I see the same sponsored item every so often, why would I want to buy the item I scrolled past 50 times. They push sponsored content a lot. Otherwise, great shopping store. Happy to be a prime member.",27/12/2021 14:30,amazon
430,Rigo Gomez,5,FALSE,Consistent strive to excellence,"Your pursuit of improvement and efforts to become better are tangible and appreciate it. From customer service to app efficiency and purchasing process have consistently been getting better. Thank you, it does make a difference and it does provide a level of comfort and assurance. I know, I’ve been your biggest skeptic and still not too eager to do my shopping online, you are changing that. Thanks again and have a good day.",30/07/2021 14:51,amazon
431,WOOOWWWWWWWWW,5,FALSE,AMAAAZZZZIIIINNGGG,"This app is the most amazing shopping app ever. Truly amazes me every time I order something it tells me how many stops away it is to get to my house. I don’t know if this is because I live in a popular area or not but this app truly amazes me and has me wondering how they do it. Ordered something at 2am and got the item the same day at 4pm. I now know why it’s worth billions. Highly recommend not sure why people rate it so low when it’s actually amazing honestly, never even write reviews but this is one I just had to review.",16/07/2019 0:31,amazon
432,alyssa bloomquist,2,FALSE,Change it back,"Please bring back the filter so you can see the orders that are pending to be delivered at the top. Using the “open orders” filter doesn’t help. I hated it before they added the feature, and now they took away the best improvement ever made for the app.

Still the most useful feature still hasn’t returned. If you click on “open orders” it will only show items that haven’t shipped yet, there isn’t any easy way to keep track of orders that have already shipped, but haven’t been received yet. I like knowing when I have a package coming to me that day, due to porch thefts, so I know to keep an eye out for the delivery.",05/05/2021 4:25,amazon
433,0CieL0,1,FALSE,Hate the New App Icon Design,"I hate, hate, hate, the new app icon design. I can’t even look at it. Tan, Beige, or Brown... however you look at it. I can’t stand the plan ugly hue of it. What was wrong with the brightly lit background with the smiling arrow??? Now I look at it and I just want to delete the app from all my devices. I don’t want to see the plain boring color let alone tap on it. The new app icon reminds me of working khaki pants and dull packaging. Come on, you’re better than this. Every time I’d tap on the old icon I was happy, excited, anticipatory to see if I’d find what I was looking to for at a great deal. Now I’d rather shop using Google. Marketing is everything right?
I can’t even. I mean, seriously Beige/Tan. I hate it.",02/03/2021 15:45,amazon
434,TwoAppsIsStupid,3,FALSE,Used to be better,"I’ve had some issues with the app lately. I use the favorites feature a lot and reference my list preppy regularly. A few updates ago this feature stopped working well for me. I can only see the first three or so items on my list because it won’t scroll. It just keeps bouncing up to the top. Now with the most recent update, I am having issues with seeing what is in my cart. After I add something and go click on my cart to see my total, the screen is white. I have to completely close down the app every time to check my cart. It’s getting to be annoying.",14/10/2020 4:02,amazon
435,Based Neoo,1,FALSE,New UI Isn’t finished,"For one give us a dark mode... and switch back to the old UI or polish the new one. The bar is awkwardly placed at the bottom, the bar icons are hard to tell click-boxes apart and the white is blinding. Also super weird that you can’t swipe left and right to switch between the bar icons (profile, Cart) If you’re going to have a bar at least put good icons down there that we use a lot (keep cart icon top right; the universal standard)! “Your orders” should have its very own bar icon.  
In my opinion you need to clean up the way the links are portrayed in the hamburger button. The list style going vertical just doesn’t feel right.

Hope this feedback helps. Will update review if anything changes.",27/08/2020 10:45,amazon
436,The right One !,2,FALSE,"March 27, 2020",I just want to know why is it so hard to speak with customer service. You take me for a ride to where I don’t want to go so I have lie to get where I need to go ! Just keep it simple . Delivery service is very good but for the last three weeks my order is just sitting a little past shipped . You say you are prioritizing orders essential orders . Not clothes not electronics etc . Ok ! I ordered mask ! Way before things where getting out of control but my order is just sitting mid way of being shipped . I would understand a week or two delay considered when I placed my order but not three weeks plus I have four orders placed on the same day and deliveries are spread out until May .,27/03/2020 15:43,amazon
437,Furrykitty,5,FALSE,What happened to the watch feature?,"Oh it’s there for the daily deals, you just can’t use it. After this last update there is no button to push to add to your watch list. Very annoying. I used this feature to remind me of items I was I interested in when they came up for sale. Now there is no button therefore making the “Watching” category pointless. That means you will miss a lot of great deals. Not good for the customer or seller. Please fix it or just get rid of it.",03/06/2019 7:50,amazon
438,bj-review,1,FALSE,Wishlist Drag + Drop Functionality Broken,"Ever since the update, the drag and drop an item by its image to your wish list of choice functionality has been broken. It’s replaced with a heart that forces you to add it to a default wish list, which defeats the purpose of having multiple wish lists in the first place. 👎🏻 Additionally, the side by side shopping display is inconvenient and cluttered. Horrible updates and not the user experience or interface we asked for at all. 👎🏻 Their customer service online chat can’t even transfer the conversation to a different department and makes their other departments call you and wait on hold for hours to get nothing solved. All around terrible customer service. 👎🏻",24/06/2019 4:26,amazon
439,Mr.Cipher,3,FALSE,No internet connection?,"This app is very useful in a lot of ways varying from easy-to-navigate menus or searching items. The only problem I have is that at random times I will attempt to access the app but all it will say is ""No Internet Connection"" when I obviously have internet. This problem has occurred many times connected to internet or not. That is my only complaint. I found the only way to fix this problem is to redownload the app. It is very annoying to redownload the app every time I want to use it. Edit:// I have figured out that you can only use this app on Wi-fi and there is no exceptions",31/05/2018 11:53,amazon
440,Creator 54,5,FALSE,Earned Loyalty,"I’ve been a faithful prime customer for a few years now, and a Jeff and his team have Perfected customer service and the whole buying experience. When I say perfected i don’t mean he’s arrived. In fact it’s quite the opposite... it means he’s constantly bettering the company on a daily basis. Even though he’s already #1, he doesn’t let that derail him from continuously bettering the shopping experience. This guys an alien. He’s light years ahead... I’m so grateful for this platform.",22/06/2021 16:56,amazon
441,Nalc2x2,2,FALSE,Slow delivery and I’m a prime member,"For years I could pretty much depend on an order to be delivered on the date I was quoted when I purchased my order. The last few months it seems as though that is no longer a priority and it’s delivered when ever they get around to it. I just get a message at the end of the day of waiting they are sorry for the delay and we will let you know when it will be shipped. Still waiting again for another order to be delivered. Seriously thinking about not renewing my prime when my bill come if this continues to happen. Never compensated, just expected to understand.",02/05/2022 23:29,amazon
442,BiG bOoTy JuDy!!123,4,FALSE,Pictures will not load,"Lemme start by saying this is a great app for online shopping and has good deals for things that are probably more expensive in store.
However when I am using the app none of the pictures of the items that you can purchase. I don’t know if I am the only person with this problem and I know it’s not the Wi-Fi because I have tried it on multiple occasions and I know it’s not my phone because I have the newest phone at the moment which is the iPhone 13.",10/04/2022 21:12,amazon
443,Piratemommy,2,FALSE,Deletes Uploaded Photos When Submitting Reviews,"I don’t know what has happened. A few weeks ago everything was fine when I used the app to submit a review. Photos and videos uploaded with no problem. Now, I upload a photo or video and when I go back to write the review the video or photo is gone. I have to reopen the gallery and upload it again. Yes, the app has been updated. This has happened over and over. Plus the app is so slow to load. That’s happening on my iPad and iPhone. Seems to especially happen with photos. Again, everything was fine a few weeks ago and now it’s a headache to use.",14/02/2022 18:41,amazon
444,anonymous7345,1,FALSE,Never work here,"The fact that this company can take you off schedule the night before a shift, every day in a row stringing you on like a toxic relationship, is messed up. TWO weeks in a row my friend hasn’t gotten work and it’s ruined their life, can’t keep up with bills or rent and doesn’t know what to do because if they miss a day they’re fired but when they wait to come in they’re taken off without explanation. How can you sign someone up for a full time position then have them wait around only to be cut early and get anywhere from zero to 20 hours a week. Oh but when they need you you will be overworked to the max. So unstable. They don’t care about their employees lives.",29/10/2021 16:44,amazon
445,iphone6Pgirl,2,FALSE,Is not compatible with iPhone 6p,"I have an iPhone 6p, yes I know it is an old phone. Although, it is in excellent condition. I just found out can not update to the newest version of the app because it is not longer compatible with my phone and have to use the older version. Problem is the last compatible version no longer gives the ability to use the menu list to choose what department or category you want to go to. You get an error messages that says sorry something went wrong go home page. So the only way you can get anywhere else on in the app is to search? Fix it!!!!",22/09/2021 10:41,amazon
446,BB 239,1,FALSE,Horrible update,"This update is unusable on my IPad.. It opens in portrait mode and keeps flipping back when I twist. There is a large blank area on the bottom of the item list so you can only see 3 or 4 products at a time. clicking to enlarge pictures give you a huge box which is so big you can’t x it out and get back to the item without closing out the whole screen and item you were looking at.
I can’t find anything good about this update.
Just horrible and and no longer useful for me. Loved the convenience of not having to sign in continually like on web with all the extra sign in protection I have in place. Oh well, will shop somewhere else for now.",12/09/2021 17:48,amazon
447,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,5,FALSE,Fix in update,I made my mom a account for us to share when you add to cart and check out that way it says the order placed but when you look in your order you can’t find it it sends the order to the cancel order page and it’s really cancelled you have to buy the product on the product page for it to actually place the order and it’s only happening to her account please fix!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,18/06/2020 6:28,amazon
